,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,year
29,2020-05-20 12:36:53.447000+00:00,38.2012,-117.7453,11.7,5.0,ml,20.0,49.32,0.128,0.1674,nn,nn00729332,2020-08-09T10:22:23.139Z,"46km WNW of Tonopah, Nevada",earthquake,,1.3,0.1,4.0,reviewed,nn,nn,2020
30,2020-05-19 22:12:45.639000+00:00,38.1755,-117.8535,8.1,4.6,ml,23.0,47.6,0.091,0.1864,nn,nn00728819,2021-02-10T16:52:07.942Z,"53km WNW of Tonopah, Nevada",earthquake,,1.7,0.38,10.0,reviewed,nn,nn,2020
31,2020-05-17 21:17:02.474000+00:00,38.1749,-117.8028,10.4,4.7,ml,24.0,46.81,0.056,0.1201,nn,nn00727561,2021-02-10T16:19:28.315Z,"49km WNW of Tonopah, Nevada",earthquake,,0.8,0.14,7.0,reviewed,nn,nn,2020
32,2020-05-17 11:53:53.336000+00:00,38.15,-117.9553,9.6,4.5,ml,26.0,51.9,0.012,0.2003,nn,nn00727244,2021-02-10T18:37:20.105Z,"64km W of Tonopah, Nevada",earthquake,,0.8,0.5,9.0,reviewed,nn,nn,2020
33,2020-05-16 11:50:54.310000+00:00,38.2118,-117.7347,16.8,4.6,ml,18.0,49.8,0.397,0.1743,nn,nn00726353,2021-02-10T17:41:27.152Z,"45km WNW of Tonopah, Nevada",earthquake,,0.8,0.26,4.0,reviewed,nn,nn,2020
34,2020-05-16 04:12:21.434000+00:00,38.1313,-117.9756,5.0,4.6,ml,28.0,43.49,0.333,0.263,nn,nn00726009,2020-08-02T00:30:33.040Z,"60km W of Tonopah, Nevada",earthquake,,1.4,0.46,10.0,reviewed,nn,nn,2020
35,2020-05-15 17:50:16.941000+00:00,38.173,-117.8295,5.8,4.7,ml,15.0,48.44,0.365,0.1766,nn,nn00725546,2020-08-02T00:31:10.040Z,"52km WNW of Tonopah, Nevada",earthquake,,3.5,0.28,7.0,reviewed,nn,nn,2020
36,2020-05-15 15:23:24.676000+00:00,38.1667,-117.8006,7.6,4.8,ml,14.0,46.65,0.385,0.1628,nn,nn00725454,2020-08-02T00:31:20.040Z,"50km WNW of Tonopah, Nevada",earthquake,,4.3,0.32,6.0,reviewed,nn,nn,2020
37,2020-05-15 12:00:41.572000+00:00,38.1667,-117.8104,6.3,4.5,ml,17.0,47.15,0.38,0.1735,nn,nn00725312,2020-08-02T00:31:39.040Z,"48km WNW of Tonopah, Nevada",earthquake,,2.8,0.33,9.0,reviewed,nn,nn,2020
38,2020-05-15 11:52:07.184000+00:00,38.1469,-117.9831,5.8,4.8,ml,17.0,43.51,0.316,0.1775,nn,nn00725306,2020-08-02T00:31:40.040Z,"59km WNW of Tonopah, Nevada",earthquake,,2.0,0.4,8.0,reviewed,nn,nn,2020
39,2020-05-15 11:26:01.747000+00:00,38.1811,-117.8711,6.8,5.1,ml,18.0,49.0,0.337,0.2335,nn,nn00725291,2020-08-02T00:31:42.040Z,"55km WNW of Tonopah, Nevada",earthquake,,8.6,0.42,10.0,reviewed,nn,nn,2020
40,2020-05-15 11:18:12.392000+00:00,38.1596,-117.9598,3.8,4.9,ml,14.0,47.97,0.314,0.178,nn,nn00725284,2020-08-02T00:31:44.040Z,"64km W of Tonopah, Nevada",earthquake,,4.3,0.43,6.0,reviewed,nn,nn,2020
41,2020-05-15 11:03:27.176000+00:00,38.1689,-117.8497,2.7,6.5,ml,27.0,55.79,0.357,0.2669,nn,nn00725272,2021-04-09T11:13:44.197Z,"Monte Cristo Range, NV Earthquake",earthquake,,2.1,,,reviewed,nn,nn,2020
42,2020-05-10 22:07:40.370000+00:00,33.0183333,-116.0201667,10.16,4.54,mw,141.0,21.0,0.138,0.27,ci,ci38488354,2020-12-05T14:57:36.984Z,"17km SE of Ocotillo Wells, CA",earthquake,0.14,0.48,,6.0,reviewed,ci,ci,2020
43,2020-04-11 16:22:50.940000+00:00,38.0421667,-118.758,8.94,4.57,mw,62.0,89.0,0.2888,0.1,nc,nc73367575,2021-03-05T23:34:53.941Z,"29km SE of Bodie, CA",earthquake,0.19,1.08,,4.0,reviewed,nc,nc,2020
44,2020-04-11 14:36:37.040000+00:00,38.0525,-118.7333333,8.45,5.24,mw,46.0,97.0,0.268,0.06,nc,nc73367270,2021-04-11T14:46:53.802Z,"30km SE of Bodie, CA",earthquake,0.21,1.15,,4.0,reviewed,nc,nc,2020
45,2020-04-04 01:53:18.920000+00:00,33.4895,-116.5063333,10.45,4.87,mw,175.0,23.0,0.07088,0.22,ci,ci39126079,2021-04-05T15:19:50.248Z,"17km ESE of Anza, CA",earthquake,0.1,0.27,,6.0,reviewed,ci,ci,2020
46,2020-04-01 00:27:41.034000+00:00,44.3232,-115.1673,10.0,4.8,mww,,39.0,0.935,0.81,us,us70008js1,2020-06-21T00:54:27.040Z,"72km ESE of Cascade, Idaho",earthquake,2.9,1.8,0.11,8.0,reviewed,us,us,2020
47,2020-03-31 23:52:30.781000+00:00,44.4646,-115.1175,12.06,6.5,mww,,31.0,0.885,0.66,us,us70008jr5,2021-04-01T00:02:50.367Z,"70km W of Challis, Idaho",earthquake,8.5,3.8,0.021,212.0,reviewed,us,us,2020
48,2020-03-26 15:16:27.940000+00:00,31.7168,-104.0419,9.51,5.0,mww,,25.0,0.218,0.64,us,us70008ggn,2021-03-26T15:26:39.258Z,"41km W of Mentone, Texas",earthquake,2.4,3.3,0.034,81.0,reviewed,us,us,2020
49,2020-03-22 16:27:38.070000+00:00,40.4251667,-124.827,12.4,4.78,mw,117.0,227.0,0.3769,0.16,nc,nc73357410,2020-06-06T20:54:06.040Z,"47km WNW of Petrolia, CA",earthquake,0.36,0.49,,7.0,reviewed,nc,nc,2020
50,2020-03-21 01:33:35.369000+00:00,39.1112,-119.7361,8.4,4.5,ml,31.0,28.07,0.029,0.1334,nn,nn00719663,2020-06-06T20:54:00.040Z,"6km N of Johnson Lane, Nevada",earthquake,,1.2,0.38,5.0,reviewed,nn,nn,2020
51,2020-03-18 22:08:20.920000+00:00,40.3475,-124.4561667,28.61,5.21,mw,34.0,248.0,0.105,0.16,nc,nc73355700,2021-03-18T22:18:33.066Z,"15km W of Petrolia, CA",earthquake,0.78,0.55,,5.0,reviewed,nc,nc,2020
52,2020-03-18 19:12:23.610000+00:00,40.751,-112.059,10.65,4.57,mw,39.0,47.0,0.02976,0.21,uu,uu60364832,2020-06-06T20:53:50.040Z,"5km NE of Magna, Utah",earthquake,0.32,0.53,,12.0,reviewed,uu,uu,2020
53,2020-03-18 14:02:12.830000+00:00,40.7605,-112.0693333,9.07,4.59,mw,21.0,58.0,0.03587,0.19,uu,uu60363822,2020-06-06T20:53:47.040Z,"4km N of Magna, Utah",earthquake,0.39,0.8,,17.0,reviewed,uu,uu,2020
54,2020-03-18 13:09:31.530000+00:00,40.751,-112.0783333,11.9,5.7,mw,54.0,50.0,0.04022,0.2,uu,uu60363602,2021-03-26T18:00:48.855Z,"4km NNW of Magna, Utah",earthquake,0.3,0.39,,0.0,reviewed,uu,uu,2020
55,2020-03-07 03:52:03.180000+00:00,31.6893333,-114.5405,9.98,5.49,mw,13.0,106.0,0.3208,0.35,ci,ci38385946,2020-12-29T17:53:39.882Z,"71km SE of Estacion Coahuila, B.C., MX",earthquake,0.78,31.61,,6.0,reviewed,ci,ci,2020
56,2020-02-15 21:23:41.230000+00:00,25.0563,-109.6626,10.0,4.6,mb,,111.0,1.117,0.82,us,us70007r0d,2020-05-02T22:09:55.040Z,"86km SW of Topolobampo, Mexico",earthquake,6.6,1.9,0.08,46.0,reviewed,us,us,2020
57,2020-01-25 03:03:34.920000+00:00,35.0975,-116.9696667,3.07,4.62,mw,46.0,33.0,0.2228,0.14,ci,ci39281440,2021-03-20T23:26:23.039Z,"23km NNE of Barstow, CA",earthquake,0.14,0.66,,6.0,reviewed,ci,ci,2020
58,2020-01-19 19:08:42.322000+00:00,38.0246,-97.973,5.0,4.5,mwr,,89.0,0.026,0.29,us,us60007att,2020-12-08T17:01:31.990Z,"2km W of South Hutchinson, Kansas",earthquake,1.9,1.6,0.037,71.0,reviewed,us,us,2020
59,2019-12-12 12:25:34.101000+00:00,30.7213,-114.3417,10.0,4.6,mb,,139.0,1.019,1.22,us,us60006qim,2020-03-04T21:26:56.040Z,"58km ESE of San Felipe, Mexico",earthquake,3.9,1.9,0.111,24.0,reviewed,us,us,2019
60,2019-11-30 01:45:12.620000+00:00,42.776,-124.476666666667,16.65,4.53,ml,15.0,142.0,,0.25,uw,uw61562126,2020-02-19T18:58:22.040Z,"3km NNE of Port Orford, Oregon",earthquake,0.4,0.79,0.124880414425303,10.0,reviewed,uw,uw,2019
61,2019-10-15 19:42:30.540000+00:00,36.6455,-121.274,10.1,4.71,mw,89.0,54.0,0.04759,0.14,nc,nc73292360,2020-09-29T22:06:48.876Z,"17km SSE of Tres Pinos, CA",earthquake,0.15,0.31,,4.0,reviewed,nc,nc,2019
62,2019-09-10 04:25:55.631000+00:00,39.5419,-116.5599,9.1,4.6,ml,53.0,67.17,0.857,0.2275,nn,nn00703188,2019-12-05T18:30:53.040Z,"44km E of Austin, Nevada",earthquake,,2.2,0.27,23.0,reviewed,nn,nn,2019
63,2019-08-22 20:49:50.170000+00:00,35.9076667,-117.7091667,4.87,4.89,mw,78.0,20.0,0.008028,0.2,ci,ci38996632,2020-03-09T18:26:12.119Z,"18km E of Little Lake, CA",earthquake,0.12,0.28,,6.0,reviewed,ci,ci,2019
64,2019-07-26 00:42:47.770000+00:00,35.9258333,-117.7068333,3.79,4.74,mw,79.0,23.0,0.05083,0.16,ci,ci38644943,2020-02-10T20:48:03.543Z,"18km E of Little Lake, CA",earthquake,0.1,0.28,,6.0,reviewed,ci,ci,2019
65,2019-07-18 03:59:14.870000+00:00,36.1123333,-117.8886667,2.7,4.64,mw,79.0,54.0,0.02787,0.19,ci,ci38593535,2020-04-21T17:00:59.280Z,"9km NE of Coso Junction, CA",earthquake,0.13,0.33,,6.0,reviewed,ci,ci,2019
66,2019-07-12 13:11:38+00:00,35.6368333,-117.5861667,9.44,4.9,mw,103.0,16.0,0.02027,0.16,ci,ci38548295,2020-04-29T18:47:56.321Z,"8km ENE of Ridgecrest, CA",earthquake,0.08,0.18,,6.0,reviewed,ci,ci,2019
67,2019-07-12 09:51:38.340000+00:00,47.8728333333333,-122.016333333333,28.82,4.58,ml,75.0,37.0,,0.44,uw,uw61535372,2020-12-16T03:06:17.822Z,"3km WNW of Monroe, Washington",earthquake,0.53,0.88,0.175257668551533,49.0,reviewed,uw,uw,2019
68,2019-07-11 00:14:37.320000+00:00,36.1765,-117.8836667,0.94,4.52,mw,71.0,51.0,0.06325,0.17,ci,ci38525207,2020-03-26T21:23:05.092Z,"16km NNE of Coso Junction, CA",earthquake,0.11,0.22,,6.0,reviewed,ci,ci,2019
69,2019-07-07 05:38:15.480000+00:00,35.7681667,-117.5778333,10.57,4.53,mw,75.0,44.0,0.05009,0.16,ci,ci38472279,2020-08-21T21:20:44.129Z,"16km W of Searles Valley, CA",earthquake,0.13,0.27,,6.0,reviewed,ci,ci,2019
70,2019-07-06 23:50:41.990000+00:00,35.8235,-117.663,6.51,4.5,mw,69.0,28.0,0.05379,0.14,ci,ci38469375,2019-09-26T14:30:48.040Z,"23km N of Ridgecrest, CA",earthquake,0.11,0.3,,6.0,reviewed,ci,ci,2019
71,2019-07-06 13:06:55.260000+00:00,35.9283333,-117.705,2.37,4.5,mw,64.0,34.0,0.04844,0.16,ci,ci38463551,2019-09-26T14:30:42.040Z,"18km E of Little Lake, CA",earthquake,0.12,0.21,,6.0,reviewed,ci,ci,2019
72,2019-07-06 09:28:28.980000+00:00,35.898,-117.7271667,3.95,4.89,mw,67.0,37.0,0.0896,0.16,ci,ci38460967,2019-09-26T14:30:38.040Z,"17km ESE of Little Lake, CA",earthquake,0.13,0.38,,6.0,reviewed,ci,ci,2019
73,2019-07-06 08:32:57.550000+00:00,35.639,-117.4913333,3.14,4.56,mw,83.0,24.0,0.05751,0.15,ci,ci38460311,2019-09-26T14:30:37.040Z,"16km SSW of Searles Valley, CA",earthquake,0.11,0.27,,6.0,reviewed,ci,ci,2019
74,2019-07-06 06:01:51.800000+00:00,35.911,-117.7385,4.99,4.63,mw,67.0,36.0,0.07482,0.14,ci,ci38458679,2019-11-15T18:54:44.787Z,"15km E of Little Lake, CA",earthquake,0.09,0.4,,4.0,reviewed,ci,ci,2019
75,2019-07-06 04:36:55.310000+00:00,35.9,-117.7376667,1.9,4.85,mw,62.0,35.0,0.08153,0.17,ci,ci38457967,2020-03-05T21:00:31.509Z,"16km ESE of Little Lake, CA",earthquake,0.13,0.21,,5.0,reviewed,ci,ci,2019
76,2019-07-06 04:18:55.790000+00:00,35.9101667,-117.6848333,7.41,5.44,mw,66.0,37.0,0.07213,0.17,ci,ci38457847,2020-05-21T01:08:33.207Z,"20km E of Little Lake, CA",earthquake,0.12,0.36,,6.0,reviewed,ci,ci,2019
77,2019-07-06 04:13:07.080000+00:00,35.5846667,-117.6145,9.73,4.8,mlr,62.0,32.0,0.1185,0.18,ci,ci38457815,2019-11-15T18:23:14.307Z,"7km SE of Ridgecrest, CA",earthquake,0.13,0.36,0.165,229.0,reviewed,ci,ci,2019
78,2019-07-06 04:07:04.570000+00:00,35.5551667,-117.5215,5.5,4.68,mlr,90.0,24.0,0.05757,0.23,ci,ci38457775,2020-03-02T22:19:38.728Z,"16km ESE of Ridgecrest, CA",earthquake,0.13,0.51,0.219,249.0,reviewed,ci,ci,2019
79,2019-07-06 03:50:59.710000+00:00,35.9035,-117.7001667,8.26,4.97,mlr,43.0,38.0,0.05997,0.17,ci,ci38457703,2019-11-15T18:09:02.473Z,"19km E of Little Lake, CA",earthquake,0.16,0.41,0.184,246.0,reviewed,ci,ci,2019
80,2019-07-06 03:47:53.420000+00:00,35.9011667,-117.7495,5.04,5.5,mw,49.0,33.0,0.07334,0.16,ci,ci38457687,2020-07-09T21:44:24.632Z,"15km ESE of Little Lake, CA",earthquake,0.13,0.5,,4.0,reviewed,ci,ci,2019
81,2019-07-06 03:29:32.080000+00:00,35.9028333,-117.7115,3.18,4.51,mlr,27.0,42.0,0.06696,0.15,ci,ci38457583,2019-11-15T17:37:47.310Z,"18km ESE of Little Lake, CA",earthquake,0.2,0.6,0.191,15.0,reviewed,ci,ci,2019
82,2019-07-06 03:27:11.370000+00:00,35.5303333,-117.4313333,3.83,4.57,mlr,7.0,119.0,0.05475,0.1,ci,ci37219564,2019-09-06T17:32:11.137Z,"24km ESE of Ridgecrest, CA",earthquake,0.31,0.41,0.05,2.0,reviewed,ci,ci,2019
83,2019-07-06 03:27:07.010000+00:00,35.9138333,-117.7258333,8.0,4.5,mlr,27.0,56.0,0.07004,0.18,ci,ci37219180,2019-09-26T14:30:30.040Z,"16km E of Little Lake, CA",earthquake,0.27,0.56,0.181,20.0,reviewed,ci,ci,2019
84,2019-07-06 03:25:27.970000+00:00,35.8606667,-117.6708333,10.32,4.61,mlr,37.0,43.0,0.07456,0.2,ci,ci37219172,2019-09-26T14:30:25.040Z,"23km ESE of Little Lake, CA",earthquake,0.22,0.39,0.126,30.0,reviewed,ci,ci,2019
85,2019-07-06 03:23:50.720000+00:00,35.8031667,-117.6178333,11.44,4.84,mlr,39.0,54.0,0.02074,0.23,ci,ci37219164,2019-11-15T17:26:02.971Z,"20km WNW of Searles Valley, CA",earthquake,0.26,0.53,0.174,52.0,reviewed,ci,ci,2019
86,2019-07-06 03:23:19.870000+00:00,35.861,-117.6778333,6.82,4.52,mlr,13.0,85.0,0.07937,0.24,ci,ci37219468,2019-08-08T22:10:14.040Z,"22km ESE of Little Lake, CA",earthquake,0.47,1.03,0.143,6.0,reviewed,ci,ci,2019
87,2019-07-06 03:22:48.300000+00:00,35.891,-117.7365,9.1,4.64,mlr,29.0,34.0,0.08543,0.16,ci,ci37219156,2019-11-15T17:17:41.338Z,"16km ESE of Little Lake, CA",earthquake,0.2,0.43,0.12,21.0,reviewed,ci,ci,2019
88,2019-07-06 03:22:35.630000+00:00,35.6166667,-117.4301667,9.35,4.73,mlr,7.0,180.0,0.03984,0.14,ci,ci37219500,2021-02-19T19:17:42.104Z,"17km S of Searles Valley, CA",earthquake,0.66,0.69,0.035,3.0,reviewed,ci,ci,2019
89,2019-07-06 03:22:17.100000+00:00,35.748,-117.5456667,3.9,4.55,mlr,22.0,70.0,0.07966,0.2,ci,ci37219484,2019-08-08T22:07:42.040Z,"13km W of Searles Valley, CA",earthquake,0.28,0.72,0.199,14.0,reviewed,ci,ci,2019
90,2019-07-06 03:22:03.570000+00:00,35.9216667,-117.729,8.17,4.64,mlr,21.0,52.0,0.06897,0.15,ci,ci38457519,2019-11-15T17:23:05.605Z,"16km E of Little Lake, CA",earthquake,0.25,0.54,0.148,13.0,reviewed,ci,ci,2019
91,2019-07-06 03:20:41.140000+00:00,35.9496667,-117.7376667,9.28,4.81,mlr,13.0,93.0,0.06493,0.09,ci,ci37222196,2019-08-15T20:09:34.004Z,"15km E of Little Lake, CA",earthquake,0.23,0.45,0.162,11.0,reviewed,ci,ci,2019
92,2019-07-06 03:19:53.040000+00:00,35.7695,-117.5993333,8.0,7.1,mw,77.0,43.0,0.04616,0.22,ci,ci38457511,2021-04-08T21:02:22.075Z,2019 Ridgecrest Earthquake Sequence,earthquake,0.19,31.61,,0.0,reviewed,ci,ci,2019
93,2019-07-06 03:16:32.480000+00:00,35.7253333,-117.5535,0.88,4.97,mw,83.0,35.0,0.09705,0.19,ci,ci38457487,2020-04-05T23:26:37.030Z,"14km WSW of Searles Valley, CA",earthquake,0.13,0.31,,6.0,reviewed,ci,ci,2019
94,2019-07-05 11:07:53.040000+00:00,35.7603333,-117.575,6.95,5.37,mw,79.0,43.0,0.05824,0.2,ci,ci38450263,2020-07-14T17:30:09.310Z,"16km W of Searles Valley, CA",earthquake,0.13,0.36,,6.0,reviewed,ci,ci,2019
95,2019-07-04 19:21:32.090000+00:00,35.6715,-117.4788333,5.16,4.5,mw,79.0,24.0,0.08589,0.16,ci,ci38443871,2019-09-26T14:30:12.040Z,"13km SSW of Searles Valley, CA",earthquake,0.12,0.39,,4.0,reviewed,ci,ci,2019
96,2019-07-04 18:56:06.420000+00:00,35.716,-117.56,1.92,4.58,mw,82.0,36.0,0.1041,0.17,ci,ci38443719,2020-05-21T01:06:05.310Z,"15km NE of Ridgecrest, CA",earthquake,0.09,0.21,,6.0,reviewed,ci,ci,2019
97,2019-07-04 18:39:44.440000+00:00,35.6013333,-117.597,2.81,4.59,mw,48.0,39.0,0.1109,0.14,ci,ci38443607,2020-05-21T01:04:23.535Z,"7km ESE of Ridgecrest, CA",earthquake,0.13,0.43,,4.0,reviewed,ci,ci,2019
98,2019-07-04 17:33:49+00:00,35.7053333,-117.5038333,10.5,6.4,mw,62.0,47.0,0.1233,0.16,ci,ci38443183,2020-12-13T20:58:15.524Z,Ridgecrest Earthquake Sequence,earthquake,0.15,0.36,,6.0,reviewed,ci,ci,2019
99,2019-06-23 03:53:02.890000+00:00,40.2735,-124.3003333,9.44,5.58,mw,34.0,159.0,0.03116,0.17,nc,nc73201181,2020-07-10T14:25:30.367Z,"6km SSW of Petrolia, CA",earthquake,0.34,0.21,,6.0,reviewed,nc,nc,2019
100,2019-06-22 08:50:24.953000+00:00,39.216,-99.4259,3.0,4.6,mww,,46.0,0.469,0.53,us,us600044l0,2020-07-10T17:29:36.529Z,"11km W of Plainville, Kansas",earthquake,3.4,2.0,0.052,36.0,reviewed,us,us,2019
